title,speaker,url,month,year
How to cope with anxiety,Olivia Remes,/talks/olivia_remes_how_to_cope_with_anxiety?language=en,Mar,2019
Where did the Moon come from? A new theory,Sarah T. Stewart,/talks/sarah_t_stewart_where_did_the_moon_come_from_a_new_theory?language=en,Mar,2019
Harvey Milk's radical vision of equality,Lillian Faderman,/talks/lillian_faderman_harvey_milk_s_radical_vision_of_equality?language=en,Mar,2019
What happens in your throat when you beatbox?,Tom Thum and Matthew Broadhurst,/talks/tom_thum_and_matthew_broadhurst_what_happens_in_your_throat_when_you_beatbox?language=en,Mar,2019
The physics of surfing,Nick Pizzo,/talks/nick_pizzo_the_physics_of_surfing?language=en,Mar,2019
Why talent carries you further than fame,Maisie Williams,/talks/maisie_williams_why_talent_carries_you_further_than_fame?language=en,Mar,2019
"The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,/talks/yvonne_van_amerongen_the_dementia_village_that_s_redefining_elder_care?language=en,Mar,2019
An unexpected tool for understanding inequality: abstract math,Eugenia Cheng,/talks/eugenia_cheng_an_unexpected_tool_for_understanding_inequality_abstract_math?language=en,Mar,2019
Why should you read Sylvia Plath?,Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_sylvia_plath?language=en,Mar,2019
The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,/talks/t_morgan_dixon_and_vanessa_garrison_the_most_powerful_woman_you_ve_never_heard_of?language=en,Mar,2019
How we can store digital data in DNA,Dina Zielinski,/talks/dina_zielinski_how_we_can_store_digital_data_in_dna?language=en,Mar,2019
How does the Rorschach inkblot test work?,Damion Searls,/talks/damion_searls_how_does_the_rorschach_inkblot_test_work?language=en,Mar,2019
A bold idea to replace politicians,César Hidalgo,/talks/cesar_hidalgo_a_bold_idea_to_replace_politicians?language=en,Mar,2019
The historic women's suffrage march on Washington,Michelle Mehrtens,/talks/michelle_mehrtens_the_historic_women_s_suffrage_march_on_washington?language=en,Mar,2019
How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,/talks/majd_mashharawi_how_i_m_making_bricks_out_of_ashes_and_rubble_in_gaza?language=en,Mar,2019
Cómo los niños pueden aprender historia,Fernando Salem,/talks/fernando_salem_como_los_ninos_pueden_aprender_historia?language=en,Mar,2019
Why we need to stop obsessing over World War II,Keith Lowe,/talks/keith_lowe_why_we_need_to_stop_obsessing_over_world_war_ii?language=en,Mar,2019
How a new species of ancestors is changing our theory of human evolution,Juliet Brophy,/talks/juliet_brophy_how_a_new_species_of_ancestors_is_changing_our_theory_of_human_evolution?language=en,Mar,2019
The chaotic brilliance of artist Jean-Michel Basquiat,Jordana Moore Saggese,/talks/jordana_moore_saggese_the_chaotic_brilliance_of_artist_jean_michel_basquiat?language=en,Feb,2019
Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,/talks/farida_nabourema_is_your_country_at_risk_of_becoming_a_dictatorship_here_s_how_to_know?language=en,Feb,2019
The self-assembling computer chips of the future,Karl Skjonnemand,/talks/karl_skjonnemand_the_self_assembling_computer_chips_of_the_future?language=en,Feb,2019
Can you solve the jail break riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_jail_break_riddle?language=en,Feb,2019
A juror's reflections on the death penalty,Lindy Lou Isonhood,/talks/lindy_lou_isonhood_a_juror_s_reflections_on_the_death_penalty?language=en,Feb,2019
Why should you read sci-fi superstar Octavia E. Butler?,Ayana Jamieson and Moya Bailey,/talks/ayana_jamieson_and_moya_bailey_why_should_you_read_sci_fi_superstar_octavia_e_butler?language=en,Feb,2019
An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,/talks/ronald_rael_an_architect_s_subversive_reimagining_of_the_us_mexico_border_wall?language=en,Feb,2019
How to overcome apathy and find your power,Dolores Huerta,/talks/dolores_huerta_how_to_overcome_apathy_and_find_your_power?language=en,Feb,2019
An unsung hero of the civil rights movement,Christina Greer,/talks/christina_greer_an_unsung_hero_of_the_civil_rights_movement?language=en,Feb,2019
How education helped me rewrite my life,Ashweetha Shetty,/talks/ashweetha_shetty_how_education_helped_me_rewrite_my_life?language=en,Feb,2019
"Why should you read ""Don Quixote""?",Ilan Stavans,/talks/ilan_stavans_why_should_you_read_don_quixote?language=en,Feb,2019
The life cycle of a neutron star ,David Lunney,/talks/david_lunney_the_life_cycle_of_a_neutron_star?language=en,Feb,2019
How to teach kids to talk about taboo topics,Liz Kleinrock,/talks/liz_kleinrock_how_to_teach_kids_to_talk_about_taboo_topics?language=en,Feb,2019
Why should you read Flannery O'Connor?,Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_flannery_o_connor?language=en,Feb,2019
What if all US health care costs were transparent?,Jeanne Pinder,/talks/jeanne_pinder_what_if_all_us_health_care_costs_were_transparent?language=en,Feb,2019
Three ways the universe could end ,Venus Keus,/talks/venus_keus_three_ways_the_universe_could_end?language=en,Feb,2019
How do we find dignity at work?,Roy Bahat and Bryn Freedman,/talks/roy_bahat_and_bryn_freedman_how_do_we_find_dignity_at_work?language=en,Feb,2019
How your personal narrative limits your future,Andrew Peek,/talks/andrew_peek_how_your_personal_narrative_limits_your_future?language=en,Feb,2019
How today's truths shape tomorrow's possibilities,Yannick Roudaut,/talks/yannick_roudaut_how_today_s_truths_shape_tomorrow_s_possibilities?language=en,Feb,2019
Mass extinctions and the future of life on Earth,Michael Benton,/talks/michael_benton_mass_extinctions_and_the_future_of_life_on_earth?language=en,Feb,2019
Why the African diaspora is crucial to the continent's future,Lindiwe Mazibuko,/talks/lindiwe_mazibuko_why_the_african_diaspora_is_crucial_to_the_continent_s_future?language=en,Feb,2019
The age of genetic wonder,Juan Enriquez,/talks/juan_enriquez_the_age_of_genetic_wonder_feb_2019?language=en,Feb,2019
The sexual deception of orchids,Anne Gaskett,/talks/anne_gaskett_the_sexual_deception_of_orchids?language=en,Feb,2019
A love story about the power of art as organizing,Aja Monet and phillip agnew,/talks/aja_monet_and_phillip_agnew_a_love_story_about_the_power_of_art_as_organizing?language=en,Feb,2019
3 ways to practice civility,Steven Petrow,/talks/steven_petrow_3_ways_to_practice_civility?language=en,Feb,2019
Notes of a native son: the world according to James Baldwin,Christina Greer,/talks/christina_greer_notes_of_a_native_son_the_world_according_to_james_baldwin?language=en,Feb,2019
How one team turned a sprint project into a marathon success,Dropbox,/talks/dropbox_how_one_team_turned_a_sprint_project_into_a_marathon_success?language=en,Feb,2019
How doctors can help low-income patients (and still make a profit),P.J. Parmar,/talks/p_j_parmar_how_doctors_can_help_low_income_patients_and_still_make_a_profit?language=en,Feb,2019
Why noise is bad for your health — and what you can do about it,Mathias Basner,/talks/mathias_basner_why_noise_is_bad_for_your_health_and_what_you_can_do_about_it?language=en,Feb,2019
What is consciousness?,Michael S. A. Graziano,/talks/michael_s_a_graziano_what_is_consciousness?language=en,Feb,2019
How women in Pakistan are creating political change,Shad Begum,/talks/shad_begum_how_women_in_pakistan_are_creating_political_change?language=en,Feb,2019
Ink made of air pollution,Anirudh Sharma,/talks/anirudh_sharma_ink_made_of_air_pollution?language=en,Feb,2019
Will there ever be a mile-high skyscraper? ,Stefan Al,/talks/stefan_al_will_there_ever_be_a_mile_high_skyscraper?language=en,Feb,2019
What your breath could reveal about your health,Julian Burschka,/talks/julian_burschka_what_your_breath_could_reveal_about_your_health?language=en,Feb,2019
"How we can help the ""forgotten middle"" reach their full potential",Danielle R. Moss,/talks/danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential?language=en,Feb,2019
"Why should you read Shakespeare's ""The Tempest""?",Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_shakespeare_s_the_tempest?language=en,Feb,2019
The uncomplicated truth about women's sexuality,Sarah Barmak,/talks/sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality?language=en,Feb,2019
How one journalist risked her life to hold murderers accountable,Christina Greer,/talks/christina_greer_how_one_journalist_risked_her_life_to_hold_murderers_accountable?language=en,Feb,2019
Everyday sexism ,Laura Bates,/talks/laura_bates_everyday_sexism?language=en,Feb,2019
How do we learn to work with intelligent machines?,Matt Beane,/talks/matt_beane_how_do_we_learn_to_work_with_intelligent_machines?language=en,Feb,2019
8 lessons on building a company people enjoy working for,Patty McCord,/talks/patty_mccord_8_lessons_on_building_a_company_people_enjoy_working_for?language=en,Feb,2019
How peer educators can transform sex education,Thea Holcomb,/talks/thea_holcomb_how_peer_educators_can_transform_sex_education?language=en,Feb,2019
A case for cliteracy,Sophia Wallace,/talks/sophia_wallace_a_case_for_cliteracy?language=en,Feb,2019
"To find your perfect mate, think like an evolutionist",David Puts,/talks/david_puts_to_find_your_perfect_mate_think_like_an_evolutionist?language=en,Feb,2019
The science of sex,Pere Estupinyà,/talks/pere_estupinya_the_science_of_sex?language=en,Feb,2019
How we can start to heal the pain of racial division,Ruby Sales,/talks/ruby_sales_how_we_can_start_to_heal_the_pain_of_racial_division?language=en,Feb,2019
How do ocean currents work?,Jennifer Verduin,/talks/jennifer_verduin_how_do_ocean_currents_work?language=en,Jan,2019
"An astronaut's story of curiosity, perspective and change",Leland Melvin,/talks/leland_melvin_an_astronaut_s_story_of_curiosity_perspective_and_change?language=en,Jan,2019
The way we think about biological sex is wrong,Emily Quinn,/talks/emily_quinn_the_way_we_think_about_biological_sex_is_wrong?language=en,Jan,2019
Reflections from a lifetime fighting to end child poverty,Marian Wright Edelman,/talks/marian_wright_edelman_reflections_from_a_lifetime_fighting_to_end_child_poverty?language=en,Jan,2019
Can we solve global warming? Lessons from how we protected the ozone layer,Sean Davis,/talks/sean_davis_can_we_solve_global_warming_lessons_from_how_we_protected_the_ozone_layer?language=en,Jan,2019
The disarming case to act right now on climate change,Greta Thunberg,/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate_change?language=en,Jan,2019
Can you solve the vampire hunter riddle?,Daniel Finkel,/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle?language=en,Jan,2019
The power of women's anger,Soraya Chemaly,/talks/soraya_chemaly_the_power_of_women_s_anger?language=en,Jan,2019
This is the side hustle revolution,Nicaila Matthews Okome,/talks/nicaila_matthews_okome_this_is_the_side_hustle_revolution?language=en,Jan,2019
A powerful way to unleash your natural creativity,Tim Harford,/talks/tim_harford_a_powerful_way_to_unleash_your_natural_creativity?language=en,Jan,2019
"""Autopilote"" / ""Pumper""",Mai Lan,/talks/mai_lan_autopilote_pumper?language=en,Jan,2019
How CRISPR lets you edit DNA,Andrea M. Henle,/talks/andrea_m_henle_how_crispr_lets_you_edit_dna?language=en,Jan,2019
"Stunning buildings made from raw, imperfect materials",Débora Mesa Molina,/talks/debora_mesa_molina_stunning_buildings_made_from_raw_imperfect_materials?language=en,Jan,2019
What sticky sea creatures can teach us about making glue,Jonathan Wilker,/talks/jonathan_wilker_what_sticky_sea_creatures_can_teach_us_about_making_glue?language=en,Jan,2019
What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,/talks/tiana_epps_johnson_what_s_needed_to_bring_the_us_voting_system_into_the_21st_century?language=en,Jan,2019
"Why should you read ""Fahrenheit 451""?",Iseult Gillespie,/talks/iseult_gillespie_why_should_you_read_fahrenheit_451?language=en,Jan,2019
How to transform sinking cities into landscapes that fight floods,Kotchakorn Voraakhom,/talks/kotchakorn_voraakhom_how_to_transform_sinking_cities_into_landscapes_that_fight_floods?language=en,Jan,2019
How to make applying for jobs less painful,Priyanka Jain,/talks/priyanka_jain_how_to_make_applying_for_jobs_less_painful?language=en,Jan,2019
The political progress women have made — and what's next,Cecile Richards,/talks/cecile_richards_the_political_progress_women_have_made_and_what_s_next?language=en,Jan,2019
"Embrace your raw, strange magic",Casey Gerald,/talks/casey_gerald_embrace_your_raw_strange_magic?language=en,Jan,2019
A life-saving device that detects silent heart attacks,Akash Manoj,/talks/akash_manoj_a_life_saving_device_that_detects_silent_heart_attacks?language=en,Jan,2019
A day in the life of a Mongolian queen,Anne F. Broadbridge,/talks/anne_f_broadbridge_a_day_in_the_life_of_a_mongolian_queen?language=en,Jan,2019
How empowering women and girls can help stop global warming,Katharine Wilkinson,/talks/katharine_wilkinson_how_empowering_women_and_girls_can_help_stop_global_warming?language=en,Jan,2019
The myth of Pandora's box,Iseult Gillespie,/talks/iseult_gillespie_the_myth_of_pandora_s_box?language=en,Jan,2019
Why black girls are targeted for punishment at school — and how to change that,Monique W. Morris,/talks/monique_w_morris_why_black_girls_are_targeted_for_punishment_at_school_and_how_to_change_that?language=en,Jan,2019
3 ways to build a happy marriage and avoid divorce,George Blair-West,/talks/george_blair_west_3_ways_to_build_a_happy_marriage_and_avoid_divorce?language=en,Jan,2019
The truth about electroconvulsive therapy (ECT),Helen M. Farrell,/talks/helen_m_farrell_the_truth_about_electroconvulsive_therapy_ect?language=en,Jan,2019
A mother and son's photographic journey through dementia,Tony Luciani,/talks/tony_luciani_a_mother_and_son_s_photographic_journey_through_dementia?language=en,Jan,2019
Why working from home is good for business,Matt Mullenweg,/talks/matt_mullenweg_why_working_from_home_is_good_for_business?language=en,Jan,2019
A beginner's guide to quantum computing,Shohini Ghose,/talks/shohini_ghose_a_beginner_s_guide_to_quantum_computing?language=en,Jan,2019
Can you solve the multiplying rabbits riddle?,Alex Gendler,/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle?language=en,Jan,2019
"The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,/talks/karissa_sanbonmatsu_the_biology_of_gender_from_dna_to_the_brain?language=en,Jan,2019
What should electric cars sound like? ,Renzo Vitale,/talks/renzo_vitale_what_should_electric_cars_sound_like?language=en,Jan,2019
How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,/talks/chiki_sarkar_how_india_s_smartphone_revolution_is_creating_a_new_generation_of_readers_and_writers?language=en,Jan,2019
Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout?language=en,Jan,2019
